Timestamp,Latitude,Longitude,Location,Elvation,Soil_pH,Soil_moisture,Soil_Condition,Treatment(pH)/Ton/per/acr),,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.9,65%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6,56%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6.1,43%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6.3,43%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,4.8,43%,Bad,8.3,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,4.9,55%,Bad,7.7,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,4.2,35%,Bad,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,4.5,33%,Bad,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6.1,44%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6.3,54%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6.2,43%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,6.1,45%,Good,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,7.1,67%,Bad,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.5,56%,Bad,5.1,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.6,75%,Bad,4.6,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.5,65%,Bad,5.1,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5,65%,Bad,7.3,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.3,76%,Bad,6,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5,87%,Bad,7.3,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.5,65%,Bad,5.1,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,5.6,76%,Bad,4.6,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,7.3,66%,Bad,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,7.5,78%,Bad,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,7.7,76%,Bad,None,,,,,,,,,,,
10/25/2023,7.4818,80.3609,Kurunagala,116m,7,56%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,8.7,56%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,5.8,54%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,8.1,45%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.6,78%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,7.4,77%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,5.8,77%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,5.9,79%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.4,67%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.6,56%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.2,76%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.6,54%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.1,55%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,5.4,65%,Bad,5.5,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.5,54%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.5,55%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,5.7,43%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.3,43%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.3,55%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6,56%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6,44%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6,34%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.4,32%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.5,45%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.4,65%,Good,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,7.6,76%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,6.6,87%,Bad,None,,,,,,,,,,,
10/26/2021,7.4675,80.6234,Mathale,358m,5.8,87%,Bad,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,4.9,67%,Bad,7.7,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.3,56%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.7,35%,Bad,4.2,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.7,33%,Bad,4.2,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6,76%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.9,56%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.2,45%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.1,87%,Bad,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.4,88%,Bad,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.2,45%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.5,67%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.6,26%,Bad,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.6,29%,Bad,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.7,56%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.6,34%,Bad,4.6,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.1,45%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.4,64%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.5,56%,Bad,5.1,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.8,56%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.6,78%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.4,66%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,5.8,66%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.6,78%,Good,None,,,,,,,,,,,
11/8/2021,7.4675,80.6234,Mathale,358m,6.5,60%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.1,78%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.2,66%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.1,54%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,7.7,34%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6,56%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,8,54%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.5,33%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.5,44%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.4,63%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,7.2,44%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.8,55%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.9,55%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.5,26%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.6,56%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.3,53%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6,33%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.2,45%,Bad,6.4,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.5,66%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.8,87%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.4,45%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.2,45%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.3,67%,Bad,6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.9,88%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.8,76%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6,56%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.7,45%,Bad,4.2,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.7,76%,Bad,4.2,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.8,87%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.8,65%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.9,67%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.6,54%,Bad,4.6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.8,43%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.5,65%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.6,87%,Bad,4.6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6,56%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.7,66%,Bad,4.2,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.2,65%,Bad,6.4,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.3,45%,Bad,6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.2,33%,Bad,6.4,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.3,25%,Bad,6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.3,26%,Bad,6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.2,63%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.3,64%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.7,67%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.7,57%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,7.1,45%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,7,57%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.5,74%,Good,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.9,75%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.9,77%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,6.9,78%,Bad,None,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5,87%,Bad,,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.6,55%,Bad,4.6,,,,,,,,,,,
10/3/2021,6.1429,81.1212,Hambanthota,1m,5.8,67%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.8,54%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.4,43%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.2,45%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.3,44%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.1,56%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5,43%,Bad,7.3,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.8,65%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.7,25%,Bad,4.2,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.3,24%,Bad,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,7.1,25%,Bad,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.5,67%,Bad,5.1,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.6,43%,Bad,4.6,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.6,33%,Bad,4.6,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.7,64%,Bad,4.2,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.4,23%,Bad,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.1,44%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.8,65%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.8,65%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.7,75%,Bad,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.6,76%,Bad,4.6,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.7,74%,Bad,4.2,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.8,54%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.4,36%,Bad,5.5,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.5,63%,Bad,5.1,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6,73%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,4.8,74%,Bad,8.3,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.5,85%,Bad,5.1,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.8,45%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.2,54%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.1,64%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.9,55%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.4,75%,Bad,5.5,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.2,43%,Bad,6.4,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.6,75%,Bad,4.6,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.6,75%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,6.6,44%,Good,None,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.6,65%,Bad,4.6,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,4.9,45%,Bad,7.7,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.6,57%,Bad,4.6,,,,,,,,,,,
11/2/2021,6.4135,81.3326,Kathragama,34m,5.9,74%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,57%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.5,75%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.9,75%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.7,75%,Bad,4.2,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.7,68%,Bad,4.2,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,86%,Bad,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6,66%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,54%,Good,4.2,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.7,54%,Bad,4.2,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.3,67%,Bad,6,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,45%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.4,65%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,54%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.9,65%,Bad,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.1,75%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.9,45%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,65%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.9,45%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.2,65%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.3,54%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.2,75%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.3,74%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.8,34%,Bad,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.5,54%,Bad,5.1,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.6,64%,Bad,4.6,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6,56%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.7,67%,Bad,4.2,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.2,76%,Bad,6.9,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.3,56%,Bad,6,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.2,55%,Bad,6.4,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.3,76%,Bad,6,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,5.3,77%,Bad,6,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.4,55%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.8,45%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.6,64%,Good,None,,,,,,,,,,,
12/3/2021,6.4135,81.3326,Kathragama,34m,6.2,56%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,5.8,46%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.1,67%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,3,87%,Bad,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.3,89%,Bad,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.1,66%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.5,67%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.4,67%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.3,54%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.3,45%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6,54%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6.2,54%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,5.9,64%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6,54%,Good,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,5.6,24%,Bad,None,,,,,,,,,,,
1/2/2022,8.3114,80.4037,Anuradhapura,81m,6,34%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.3,53%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,7.4,34%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.1,54%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.4,55%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.8,45%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.1,67%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.9,78%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.9,87%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.7,85%,Bad,4.2,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.7,45%,Bad,4.2,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6,64%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6,85%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.7,85%,Bad,4.2,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6,85%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,4.3,86%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6,25%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.2,26%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.2,45%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.7,54%,Bad,4.2,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.7,45%,Bad,4.2,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.2,67%,Bad,6.4,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6,76%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.5,76%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.6,67%,Bad,4.6,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6,68%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.4,87%,Bad,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.4,78%,Good,None,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.2,55%,Bad,6.4,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,5.6,76%,Bad,4.6,,,,,,,,,,,
1/6/2022,8.3114,80.4037,Anuradhapura,81m,6.6,78%,Good,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,5.6,56%,Bad,4.6,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,5.6,45%,Bad,4.6,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.9,66%,Bad,7.7,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,5.6,89%,Bad,4.2,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,5.3,86%,Bad,6,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura, ,4.1,55%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,6,66%,Good,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,6.1,75%,Good,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,6.4,45%,Good,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,6.8,45%,Good,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,6.4,34%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4,54%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.4,23%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.3,24%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.8,23%,Bad,8.3,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.2,35%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.5,45%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,4.2,33%,Bad,None,,,,,,,,,,,
2/10/2022,8.3114,80.4037,Anuradhapura,81m,5.1,45%,Bad,6.9,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,5,55%,Bad,7.3,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.5,45%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.5,56%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.6,76%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.3,87%,Bad,None,,,,,,,,,,,
3/1/2022,8.3114,80.4037,Anuradhapura,81m,4.3,87%,Bad,None,,,,,,,,,,,
